id_registro,estudiante,id_curso,nota,horas_estudio
4201,Alejandra Vargas,C04,,0
615,Gabriela Rincon,C02,3.5,14
2599,Alejandra Vargas,C04,2.7,5
2704,Luis Gomez,C04,4.7,11
3391,Laura Nieto,C04,2.8,9
1590,Sofia Rojas,C05,4.1,18
317,Carlos Salazar,C04,3.0,5
3054,Tomas Ospina,C05,4.2,19
2867,Laura Vargas,C05,3.1,4
79,Mariana Silva,C02,4.3,11
518,Luis Silva,C05,4.0,4
2149,Sofia Mendoza,C05,3.5,0
2645,Gabriela Rincon,C05,4.4,9
2212,Felipe Ospina,C02,4.1,1
3967,Miguel Duran,C01,3.6,2
2763,Alejandra Ospina,C03,3.6,20
2749,Gabriela Silva,C05,3.8,11
4611,Miguel Vargas,C03,4.4,14
293,Valeria Duran,C01,3.1,11
4103,Luis Cabrera,C01,2.4,20
3823,Santiago Rincon,C02,,5
4565,Sara Pardo,C03,4.5,3
3206,Mariana Salazar,C05,4.2,4
1081,Paula Beltran,C01,3.8,7
2377,Santiago Castro,C04,4.0,16
3660,Gabriela Castro,C02,3.5,15
3250,Gabriela Mendoza,C05,2.8,16
2451,Felipe Castro,C04,3.7,12
1060,Luis Mendoza,C04,3.2,14
1383,Sofia Martinez,C02,3.0,9
789,Laura Rincon,C03,4.4,14
4942,Mariana Silva,C01,3.0,14
3460,Daniela Rojas,C02,2.9,0
3161,Carlos Herrera,C02,4.3,19
658,Diego Vargas,C02,2.9,17
742,Sofia Gomez,C01,4.1,2
1866,Santiago Nieto,C05,4.7,7
1791,Andres Herrera,C03,4.4,7
740,Ana Beltran,C04,3.2,3
1560,Andres Cabrera,C05,4.3,4
1562,Felipe Nieto,C01,2.9,2
1681,Luis Cabrera,C05,3.2,15
2238,Felipe Salazar,C01,4.3,2
4462,Tomas Gomez,C02,,20
687,Isabella Nieto,C01,2.6,15
3036,Nicolas Gomez,C02,3.4,6
3167,Andres Nieto,C05,3.9,14
957,Daniela Castro,C04,1.8,0
3273,Felipe Salazar,C03,3.9,17
4714,Camila Rojas,C03,4.2,19
2670,Laura Silva,C04,3.7,0
2735,Diego Rincon,C03,4.4,7
3941,Daniela Duran,C01,4.0,9
4727,Daniela Vargas,C03,,18
1224,Camila Salazar,C02,2.8,11
1080,Diego Cabrera,C03,4.7,7
1051,Ana Gomez,C02,5.0,7
1898,Santiago Silva,C05,4.4,5
592,Laura Rincon,C02,3.5,20
1557,Camila Rincon,C05,3.5,19
3421,Paula Mendoza,C04,3.3,11
536,Luis Cabrera,C02,5.0,2
1270,Tomas Vargas,C04,4.4,14
2919,Sebastian Beltran,C02,,12
3098,Tomas Ospina,C01,2.5,13
4051,Gabriela Pardo,C05,4.4,6
1568,Andres Beltran,C01,2.9,7
2720,Mariana Salazar,C02,3.6,19
4353,Carlos Ospina,C01,4.0,12
3912,Sebastian Salazar,C03,4.1,16
3390,Nicolas Duran,C04,3.7,10
2230,Valeria Ospina,C04,,16
4755,Mateo Castro,C03,3.8,0
4277,Sebastian Castro,C02,3.4,3
885,Daniela Castro,C01,2.7,20
3826,Tomas Martinez,C01,2.1,11
4122,Isabella Nieto,C05,5.0,8
4953,Paula Herrera,C04,3.1,12
534,Laura Gomez,C02,3.6,0
2825,Nicolas Duran,C04,3.1,16
3597,Juan Castro,C02,4.6,20
2971,Andres Cabrera,C01,3.2,12
2075,Carlos Rincon,C02,4.0,13
3904,Daniela Pardo,C04,3.7,8
998,Sebastian Ospina,C02,4.1,3
4715,Santiago Rincon,C05,4.2,6
2258,Laura Mendoza,C04,,8
1034,Sara Beltran,C01,4.0,9
4023,Sofia Salazar,C03,2.4,5
4025,Miguel Ospina,C04,3.3,2
932,Laura Vargas,C02,3.4,19
659,Sebastian Rojas,C02,4.5,12
1089,Valeria Herrera,C02,4.2,20
1595,Felipe Ospina,C01,2.4,9
4173,Sara Salazar,C05,4.4,20
4842,Alejandra Castro,C01,2.8,8
1340,Laura Gomez,C05,4.9,0
4600,Juan Vargas,C04,2.8,6
1373,Santiago Pardo,C04,3.4,15
3534,Mateo Vargas,C01,2.9,18
3099,Diego Castro,C05,3.0,10
4567,Laura Castro,C03,3.7,20
343,Gabriela Rincon,C02,3.5,3
2435,Mateo Herrera,C04,4.3,11
10,Alejandra Mendoza,C02,4.1,9
791,Sofia Pardo,C02,3.6,15
2937,Sofia Rincon,C03,2.7,2
1667,Mateo Vargas,C04,3.4,1
3404,Valeria Pardo,C03,3.5,16
3420,Laura Martinez,C04,3.3,7
4410,Luis Silva,C04,,19
4823,Carlos Rincon,C05,4.3,5
3378,Juan Beltran,C04,2.5,16
4777,Nicolas Cabrera,C03,5.0,20
3077,Daniela Mendoza,C02,2.8,11
275,Santiago Rincon,C03,3.6,17
1621,Santiago Mendoza,C04,4.1,0
2342,Mateo Pardo,C01,3.3,17
728,Nicolas Nieto,C05,,2
4884,Mariana Salazar,C04,4.1,1
2708,Mariana Rincon,C02,4.0,17
1206,Alejandra Nieto,C05,5.0,2
2900,Diego Herrera,C05,4.1,8
3838,Gabriela Pardo,C01,3.1,9
4634,Laura Silva,C04,3.5,16
2313,Sofia Herrera,C02,4.1,0
3013,Daniela Cabrera,C04,2.8,17
1234,Sara Silva,C01,3.2,4
3839,Nicolas Silva,C04,,14
619,Alejandra Vargas,C02,3.4,14
4828,Mariana Ospina,C01,3.2,8
2393,Laura Herrera,C05,3.0,14
4011,Tomas Silva,C04,3.3,9
1201,Mateo Salazar,C02,4.9,17
4047,Sara Duran,C02,3.2,18
4890,Isabella Salazar,C05,,7
2469,Laura Rojas,C01,2.6,17
4904,Laura Duran,C02,5.0,18
3195,Carlos Gomez,C04,1.8,11
4932,Juan Castro,C04,3.4,19
3418,Valeria Vargas,C02,2.7,20
1751,Nicolas Herrera,C01,3.0,4
1915,Ana Salazar,C02,2.7,17
321,Diego Nieto,C03,2.6,12
563,Diego Cabrera,C01,3.7,0
4875,Sofia Silva,C02,3.7,2
3270,Juan Duran,C04,4.2,13
1271,Felipe Silva,C05,2.5,18
3149,Sofia Salazar,C03,5.0,11
1573,Ana Silva,C03,4.7,17
453,Mateo Castro,C02,3.7,7
4218,Valeria Herrera,C04,5.0,11
3535,Ana Cabrera,C02,2.5,15
1342,Carlos Duran,C04,4.1,8
2923,Valeria Martinez,C03,5.0,16
2687,Mateo Ospina,C05,3.3,16
4655,Ana Duran,C03,,4
1668,Mariana Duran,C04,4.3,17
1524,Santiago Gomez,C02,4.2,6
2803,Paula Rincon,C01,3.2,4
1066,Isabella Cabrera,C02,4.8,9
4528,Nicolas Vargas,C05,1.9,0
4027,Daniela Rincon,C04,3.3,6
4272,Mariana Vargas,C03,5.0,4
141,Camila Gomez,C05,4.4,4
4614,Gabriela Cabrera,C04,4.5,18
86,Laura Martinez,C01,3.0,18
496,Diego Rincon,C04,2.9,18
628,Sara Martinez,C05,4.6,11
1516,Mariana Cabrera,C05,3.5,9
339,Sofia Nieto,C03,4.1,5
327,Ana Nieto,C02,4.6,2
2460,Carlos Beltran,C02,4.3,5
3192,Felipe Cabrera,C03,5.0,19
2323,Mateo Mendoza,C05,4.3,0
1439,Santiago Castro,C04,4.4,3
1547,Tomas Pardo,C05,4.7,14
1242,Camila Beltran,C01,2.2,6
4970,Laura Castro,C05,4.4,2
758,Sofia Castro,C03,5.0,10
1654,Nicolas Gomez,C05,4.1,3
1692,Carlos Ospina,C03,4.1,2
3991,Felipe Silva,C02,2.6,16
4431,Luis Rincon,C04,3.1,4
4453,Mateo Gomez,C03,4.2,9
3060,Santiago Silva,C04,,10
1582,Andres Nieto,C05,3.5,16
4703,Felipe Herrera,C04,4.1,14
2595,Alejandra Rincon,C01,3.7,20
157,Andres Mendoza,C01,2.2,20
1356,Sofia Mendoza,C01,2.7,11
1758,Gabriela Cabrera,C05,3.2,7
1679,Miguel Pardo,C04,3.4,19
3924,Laura Nieto,C03,4.3,1
3106,Sara Silva,C02,3.6,3
1580,Laura Pardo,C03,3.8,0
1617,Isabella Silva,C05,4.9,19
1407,Sofia Pardo,C05,3.1,7
4202,Paula Martinez,C05,3.9,12
3214,Santiago Ospina,C02,3.0,8
2768,Luis Ospina,C02,3.5,2
1103,Carlos Pardo,C05,2.9,16
2946,Santiago Beltran,C04,3.2,19
2197,Sara Rojas,C04,3.7,3
3427,Paula Salazar,C03,4.1,16
313,Mariana Beltran,C02,3.8,8
3731,Carlos Mendoza,C01,3.7,5
344,Isabella Salazar,C04,2.9,3
3026,Juan Beltran,C01,3.3,16
54,Luis Mendoza,C05,3.8,1
3905,Mariana Rojas,C03,4.3,11
2740,Laura Gomez,C01,3.3,15
4795,Isabella Beltran,C05,3.9,9
473,Santiago Beltran,C03,4.9,17
4184,Luis Herrera,C02,3.8,1
4360,Luis Vargas,C03,2.7,16
2092,Tomas Mendoza,C05,4.4,8
1764,Tomas Pardo,C04,4.2,1
4098,Laura Rincon,C05,,11
1093,Andres Pardo,C03,4.6,20
1655,Laura Gomez,C02,3.2,8
325,Nicolas Beltran,C04,3.2,6
4467,Sara Gomez,C01,3.8,18
1698,Ana Castro,C02,4.7,4
1773,Daniela Vargas,C04,2.8,9
4965,Luis Martinez,C05,4.0,10
1926,Carlos Mendoza,C04,3.2,11
1216,Mateo Beltran,C02,4.8,6
2663,Carlos Rincon,C02,4.2,9
1240,Nicolas Rojas,C01,1.8,20
3005,Carlos Salazar,C02,2.8,14
4993,Laura Salazar,C03,4.4,17
3437,Luis Cabrera,C03,4.0,1
3920,Juan Silva,C05,4.7,6
4563,Gabriela Salazar,C05,3.3,8
3973,Mateo Rojas,C05,3.6,14
871,Tomas Rojas,C03,4.6,17
4219,Santiago Mendoza,C03,2.9,6
256,Tomas Herrera,C03,5.0,6
863,Ana Mendoza,C02,3.7,0
2047,Mariana Silva,C04,3.6,13
3089,Tomas Mendoza,C02,5.0,9
2859,Valeria Rincon,C01,2.0,2
1752,Miguel Mendoza,C04,3.7,3
4399,Sofia Rojas,C03,5.0,13
81,Daniela Herrera,C04,3.6,9
956,Daniela Pardo,C03,4.3,4
4435,Ana Ospina,C04,4.6,18
215,Luis Rojas,C04,3.4,12
4978,Santiago Cabrera,C04,2.6,9
1188,Mateo Beltran,C04,2.9,19
1939,Nicolas Rincon,C03,4.4,0
4227,Mariana Duran,C03,3.3,1
4341,Santiago Rincon,C05,3.3,8
3730,Juan Cabrera,C03,2.8,4
4598,Valeria Ospina,C04,4.5,4
2637,Miguel Silva,C04,3.1,7
2661,Sebastian Beltran,C04,3.2,2
4165,Diego Herrera,C04,2.4,12
2597,Felipe Herrera,C01,3.5,2
779,Ana Mendoza,C03,4.4,7
3953,Sara Vargas,C03,2.2,0
1740,Felipe Rojas,C04,2.2,9
243,Sara Ospina,C04,1.9,5
4741,Gabriela Mendoza,C02,4.4,14
2482,Sofia Beltran,C04,2.0,12
4466,Tomas Mendoza,C02,2.4,4
2560,Sara Pardo,C04,3.3,4
823,Andres Beltran,C03,4.1,5
4387,Alejandra Duran,C05,4.1,18
2655,Paula Nieto,C05,,19
3323,Andres Cabrera,C02,,10
4706,Valeria Mendoza,C02,3.6,20
4421,Sebastian Martinez,C05,2.9,4
3858,Sofia Beltran,C04,4.2,14
2931,Valeria Castro,C03,4.3,9
4114,Paula Mendoza,C04,3.4,5
1579,Sofia Castro,C05,4.8,4
4335,Mateo Mendoza,C03,3.3,2
3646,Carlos Vargas,C05,3.5,5
3148,Juan Salazar,C04,3.6,2
1021,Felipe Mendoza,C02,4.8,6
2021,Diego Castro,C02,3.2,18
2093,Ana Pardo,C03,2.3,4
4320,Sara Mendoza,C03,4.8,1
3350,Gabriela Duran,C04,2.9,0
2484,Daniela Mendoza,C03,4.2,0
2037,Juan Vargas,C05,4.8,19
2432,Camila Vargas,C05,,12
4289,Camila Beltran,C04,2.4,15
1754,Laura Castro,C05,3.4,1
4799,Sofia Nieto,C02,3.1,10
1209,Santiago Salazar,C01,4.0,7
244,Camila Mendoza,C03,3.3,3
1046,Valeria Ospina,C01,2.5,6
2974,Daniela Herrera,C01,3.0,2
2572,Alejandra Rincon,C02,,19
38,Paula Salazar,C03,2.2,11
2353,Camila Duran,C04,3.2,8
1121,Valeria Duran,C04,3.0,14
939,Tomas Herrera,C03,5.0,20
1846,Nicolas Rojas,C04,3.8,5
4480,Miguel Vargas,C02,3.6,10
960,Nicolas Castro,C02,3.1,19
3805,Carlos Pardo,C01,3.7,2
2076,Sara Herrera,C03,3.0,13
608,Daniela Ospina,C03,4.2,9
1317,Andres Nieto,C04,2.2,8
4196,Alejandra Silva,C02,3.9,6
1166,Daniela Silva,C02,2.9,17
2636,Daniela Vargas,C01,3.7,2
3744,Isabella Cabrera,C01,2.1,7
3946,Santiago Gomez,C03,4.2,13
2375,Juan Gomez,C04,3.8,13
93,Mariana Mendoza,C04,2.5,0
4666,Daniela Herrera,C01,2.3,14
4973,Sebastian Martinez,C03,5.0,11
3862,Daniela Gomez,C02,3.4,12
2954,Laura Rincon,C01,2.8,17
626,Camila Rincon,C01,2.8,5
4455,Laura Nieto,C04,4.7,15
3252,Ana Rincon,C03,4.6,10
2243,Luis Herrera,C05,3.9,6
1381,Santiago Vargas,C01,3.0,7
3462,Tomas Pardo,C03,4.8,14
3204,Carlos Mendoza,C05,4.9,17
4053,Mariana Silva,C02,4.0,7
1135,Mateo Duran,C03,3.0,16
1527,Mateo Ospina,C03,4.9,2
1485,Carlos Rincon,C02,3.5,12
4295,Felipe Rojas,C03,3.7,5
4815,Camila Mendoza,C05,4.4,2
1707,Alejandra Nieto,C03,4.2,7
1366,Camila Ospina,C05,5.0,0
3314,Alejandra Gomez,C01,3.0,19
4014,Mateo Herrera,C05,4.3,6
2317,Miguel Rincon,C04,3.9,5
902,Sara Castro,C02,3.9,11
1503,Camila Herrera,C03,3.2,17
675,Ana Rojas,C04,2.3,3
3085,Juan Beltran,C02,3.9,17
4704,Santiago Nieto,C05,3.7,4
4267,Sofia Mendoza,C01,4.9,1
370,Valeria Gomez,C05,2.8,2
47,Santiago Vargas,C01,1.3,6
990,Nicolas Vargas,C01,3.1,20
1473,Gabriela Salazar,C03,,2
1403,Sara Vargas,C02,3.2,5
2695,Miguel Castro,C05,4.7,1
3381,Sofia Pardo,C02,3.4,13
4329,Miguel Martinez,C02,4.3,16
1180,Alejandra Silva,C03,5.0,2
4217,Sara Duran,C05,3.1,0
1574,Alejandra Martinez,C03,4.8,15
1160,Laura Mendoza,C02,5.0,7
3373,Miguel Silva,C03,4.7,20
2429,Camila Mendoza,C03,4.5,16
741,Andres Duran,C01,3.4,12
2275,Gabriela Beltran,C05,4.0,10
3588,Luis Cabrera,C02,4.1,8
3171,Sofia Beltran,C05,4.5,18
1040,Daniela Ospina,C03,4.5,14
4507,Ana Martinez,C02,3.5,2
2201,Nicolas Vargas,C03,4.8,5
1710,Andres Beltran,C03,3.6,8
115,Mateo Beltran,C04,3.1,17
4110,Gabriela Vargas,C03,5.0,17
3907,Sebastian Beltran,C04,2.9,17
853,Sebastian Duran,C03,3.5,2
3832,Ana Silva,C03,4.0,11
3696,Tomas Nieto,C02,3.6,1
4184,Luis Herrera,C02,3.8,1
4147,Nicolas Silva,C01,3.6,5
4485,Carlos Cabrera,C03,5.0,8
278,Diego Herrera,C03,3.3,15
919,Andres Silva,C04,4.6,1
3995,Nicolas Martinez,C03,3.9,11
289,Gabriela Beltran,C02,4.2,14
2277,Daniela Pardo,C03,5.0,20
3206,Mariana Salazar,C05,4.2,4
2594,Mateo Silva,C04,4.0,2
292,Sara Beltran,C01,2.1,4
399,Laura Pardo,C02,3.4,15
4891,Andres Herrera,C02,4.2,14
2683,Luis Cabrera,C05,2.5,15
146,Santiago Pardo,C03,4.2,6
4718,Ana Castro,C04,3.0,1
2156,Camila Gomez,C03,4.7,2
4481,Felipe Silva,C03,,16
4821,Sebastian Herrera,C04,3.8,10
1084,Tomas Rincon,C05,3.3,18
4785,Sebastian Herrera,C04,3.5,17
364,Mateo Beltran,C03,4.8,13
2860,Camila Ospina,C04,3.5,1
2150,Gabriela Ospina,C03,3.3,10
2665,Tomas Mendoza,C01,4.1,4
2374,Sara Castro,C04,3.1,3
1911,Paula Rincon,C03,3.3,15
2177,Gabriela Silva,C03,4.4,1
4162,Mateo Castro,C02,3.9,9
3939,Luis Vargas,C04,2.2,11
611,Paula Beltran,C01,3.2,4
3593,Sofia Ospina,C02,4.8,9
3999,Sofia Gomez,C02,3.4,13
1076,Mariana Castro,C01,3.8,4
17,Juan Gomez,C03,4.0,11
2691,Carlos Pardo,C02,4.1,17
4970,Laura Castro,C05,4.4,2
95,Laura Mendoza,C04,3.4,6
1337,Juan Vargas,C02,4.1,17
2603,Sara Pardo,C01,3.0,2
3628,Alejandra Rojas,C05,3.1,6
4836,Diego Salazar,C04,3.0,17
1690,Valeria Castro,C01,2.8,1
4601,Valeria Herrera,C02,3.7,15
3283,Sara Duran,C02,4.0,5
498,Valeria Pardo,C04,1.9,16
4530,Alejandra Martinez,C02,2.3,18
1870,Nicolas Martinez,C02,3.7,7
4945,Isabella Mendoza,C01,2.8,18
2411,Sofia Pardo,C02,4.1,16
3729,Ana Herrera,C03,4.7,10
4712,Nicolas Beltran,C01,4.6,6
933,Isabella Ospina,C01,4.0,10
4016,Laura Ospina,C04,2.8,4
422,Carlos Silva,C05,3.4,16
1104,Daniela Salazar,C01,3.3,15
4667,Santiago Martinez,C03,4.8,0
173,Nicolas Beltran,C01,3.3,3
1411,Miguel Mendoza,C04,2.9,2
1417,Daniela Silva,C04,2.5,20
3529,Alejandra Rincon,C01,1.2,17
2975,Diego Mendoza,C04,,13
4222,Carlos Gomez,C05,4.0,2
1938,Mariana Silva,C04,,4
2466,Laura Silva,C01,2.3,19
3018,Juan Salazar,C01,3.9,5
2792,Miguel Silva,C05,3.6,5
447,Diego Herrera,C02,4.4,12
1230,Nicolas Beltran,C02,3.1,15
588,Sara Silva,C02,,4
4998,Sara Silva,C01,3.3,6
4270,Isabella Nieto,C03,4.6,7
884,Tomas Castro,C05,4.8,16
4167,Laura Castro,C05,4.3,1
2583,Tomas Castro,C01,2.5,0
1674,Felipe Ospina,C01,2.2,6
3147,Mateo Pardo,C02,3.6,8
1352,Carlos Mendoza,C02,4.7,14
2316,Mariana Gomez,C01,,4
3037,Ana Beltran,C04,4.3,3
3487,Felipe Pardo,C04,4.2,14
2523,Alejandra Beltran,C02,2.5,11
3493,Sebastian Ospina,C02,2.6,20
4029,Valeria Nieto,C03,4.2,19
1068,Sebastian Pardo,C03,3.9,13
396,Nicolas Martinez,C02,3.5,11
3614,Miguel Nieto,C02,2.5,11
1409,Alejandra Castro,C05,3.2,17
673,Paula Ospina,C04,4.3,11
4969,Isabella Pardo,C04,2.6,4
1605,Diego Herrera,C05,5.0,12
4591,Valeria Silva,C05,4.3,20
2001,Valeria Ospina,C04,3.8,17
2476,Tomas Martinez,C04,3.1,12
2182,Sara Pardo,C05,3.3,17
3658,Paula Vargas,C02,4.0,14
3118,Tomas Duran,C02,3.6,19
1988,Mateo Pardo,C04,4.2,8
4576,Tomas Rincon,C04,3.6,15
4843,Tomas Ospina,C05,4.8,19
4558,Carlos Rincon,C04,3.4,7
4509,Luis Pardo,C01,3.0,2
1520,Felipe Rincon,C04,2.3,11
1057,Sofia Beltran,C01,2.8,4
3882,Miguel Beltran,C05,3.2,17
1994,Daniela Martinez,C04,2.4,6
701,Diego Pardo,C02,4.0,1
4317,Juan Duran,C04,3.9,12
414,Juan Duran,C02,4.5,2
148,Juan Rincon,C02,4.8,11
269,Sara Pardo,C02,4.2,19
1116,Nicolas Gomez,C02,3.3,5
541,Nicolas Silva,C04,2.8,19
1277,Nicolas Silva,C05,4.4,16
3090,Sebastian Pardo,C04,2.8,20
274,Miguel Mendoza,C02,3.7,4
2085,Daniela Mendoza,C01,3.1,5
4121,Sebastian Ospina,C05,4.9,7
1732,Carlos Nieto,C02,3.4,11
4194,Gabriela Duran,C03,4.3,1
1604,Sofia Silva,C03,5.0,3
3539,Santiago Beltran,C03,5.0,19
4653,Andres Pardo,C01,1.3,2
1805,Camila Rojas,C05,4.5,1
4896,Isabella Castro,C02,4.1,19
4012,Sara Pardo,C05,4.7,8
342,Luis Pardo,C04,3.7,0
4020,Nicolas Silva,C05,3.8,1
796,Alejandra Mendoza,C02,,14
598,Sara Cabrera,C04,3.6,20
479,Juan Ospina,C03,4.3,1
4660,Sebastian Duran,C03,4.2,18
4298,Miguel Castro,C02,4.8,7
1083,Diego Herrera,C04,2.9,19
134,Ana Cabrera,C02,3.5,9
64,Paula Gomez,C04,3.7,16
1325,Sara Salazar,C05,4.8,6
4164,Ana Martinez,C01,3.3,0
3606,Tomas Gomez,C02,3.1,3
2000,Nicolas Herrera,C02,2.8,20
2773,Sebastian Cabrera,C03,3.8,15
3064,Sebastian Cabrera,C03,3.2,20
298,Gabriela Martinez,C02,2.8,1
3226,Nicolas Gomez,C05,5.0,0
1398,Sara Martinez,C04,4.3,6
86,Laura Martinez,C01,3.0,18
3102,Felipe Herrera,C03,5.0,16
4451,Luis Herrera,C01,3.0,20
2518,Juan Nieto,C02,3.1,18
1510,Carlos Rincon,C04,2.5,13
449,Juan Salazar,C02,4.2,0
351,Santiago Mendoza,C04,3.8,8
3762,Sofia Castro,C05,3.8,20
3473,Sara Rojas,C05,2.7,4
3586,Carlos Nieto,C04,4.1,2
530,Laura Ospina,C02,4.7,5
4030,Tomas Rojas,C01,4.5,9
4680,Daniela Ospina,C03,4.8,4
3682,Valeria Herrera,C05,3.4,17
3409,Sara Rincon,C04,3.8,12
2833,Camila Cabrera,C05,4.6,1
1720,Luis Herrera,C03,4.5,19
3609,Sebastian Silva,C05,4.3,18
1702,Alejandra Martinez,C05,3.7,14
4268,Daniela Beltran,C05,4.4,3
4896,Isabella Castro,C02,4.1,19
2898,Santiago Cabrera,C01,,9
3719,Alejandra Duran,C02,3.9,0
3632,Sebastian Vargas,C05,3.5,9
211,Juan Beltran,C05,3.9,0
613,Sofia Cabrera,C01,2.9,10
4540,Sofia Nieto,C03,3.8,4
642,Diego Mendoza,C02,3.9,0
513,Andres Rincon,C05,3.4,19
1967,Isabella Rincon,C05,2.8,11
4724,Diego Pardo,C01,3.5,11
2413,Sofia Mendoza,C03,3.4,16
4814,Miguel Beltran,C03,4.5,16
4651,Juan Pardo,C05,4.1,17
1184,Laura Nieto,C04,3.1,16
1312,Mateo Martinez,C01,3.7,13
484,Luis Cabrera,C01,2.7,2
649,Santiago Cabrera,C05,,7
964,Luis Cabrera,C03,3.4,8
4274,Mariana Martinez,C01,3.8,9
4857,Luis Martinez,C05,4.7,18
4892,Ana Rincon,C04,3.2,3
1743,Camila Beltran,C05,4.8,11
3500,Carlos Cabrera,C03,5.0,5
3160,Santiago Cabrera,C01,,9
4411,Ana Silva,C04,3.1,2
384,Mariana Ospina,C01,3.6,19
3532,Miguel Castro,C02,2.3,16
1430,Daniela Ospina,C01,2.9,7
600,Sofia Rincon,C02,4.4,4
3236,Tomas Pardo,C02,3.4,4
4868,Paula Pardo,C03,3.9,10
279,Juan Silva,C04,3.2,12
3808,Miguel Cabrera,C03,5.0,12
4579,Gabriela Nieto,C03,4.6,7
2551,Mateo Castro,C03,3.8,4
4845,Andres Martinez,C03,4.9,7
4520,Sara Rojas,C02,3.3,19
3459,Sofia Gomez,C02,4.7,19
387,Carlos Rojas,C01,2.6,16
2664,Juan Pardo,C05,4.9,11
2209,Andres Vargas,C03,2.6,15
1850,Alejandra Mendoza,C05,5.0,5
3345,Sara Rincon,C02,3.8,1
3896,Nicolas Mendoza,C04,2.0,1
3450,Alejandra Mendoza,C05,3.4,9
303,Sebastian Castro,C04,3.1,13
601,Diego Vargas,C05,4.0,1
1336,Sofia Rincon,C05,5.0,10
3876,Paula Ospina,C02,3.3,17
1779,Gabriela Martinez,C05,3.6,3
372,Carlos Vargas,C01,2.6,19
4378,Santiago Beltran,C02,3.8,17
567,Diego Martinez,C01,2.6,5
2585,Daniela Herrera,C03,5.0,3
880,Paula Cabrera,C01,,4
1096,Paula Herrera,C05,3.3,14
778,Sebastian Pardo,C05,3.9,5
196,Tomas Pardo,C05,4.3,15
500,Miguel Martinez,C05,4.3,19
4457,Alejandra Rojas,C04,2.9,2
4300,Diego Mendoza,C02,4.3,11
1837,Sebastian Pardo,C03,5.0,13
3502,Sebastian Beltran,C03,4.4,19
2644,Andres Castro,C03,5.0,15
683,Valeria Vargas,C01,3.1,1
4394,Camila Rojas,C03,5.0,13
385,Luis Pardo,C03,3.4,16
1054,Sofia Gomez,C01,3.8,3
4276,Nicolas Nieto,C05,3.7,2
1885,Miguel Castro,C05,4.6,2
1920,Tomas Castro,C02,3.9,5
20,Nicolas Ospina,C04,3.8,13
3521,Valeria Castro,C03,4.5,0
4608,Mateo Silva,C01,3.2,0
4006,Laura Mendoza,C01,3.0,2
2982,Camila Castro,C04,3.2,16
1505,Daniela Salazar,C05,4.6,17
4156,Felipe Pardo,C04,2.8,5
2385,Camila Pardo,C01,2.8,2
3559,Laura Salazar,C05,5.0,12
4887,Santiago Mendoza,C03,4.5,6
599,Paula Cabrera,C01,3.6,15
1444,Diego Ospina,C01,3.2,17
1497,Felipe Salazar,C02,3.2,11
882,Diego Salazar,C01,2.9,13
3725,Paula Duran,C03,4.1,14
1249,Sara Pardo,C01,1.9,18
2635,Tomas Nieto,C04,4.6,18
4559,Andres Rincon,C01,2.9,10
1975,Nicolas Beltran,C02,2.8,14
2574,Santiago Vargas,C05,3.7,2
1232,Luis Duran,C02,3.4,8
2521,Andres Vargas,C01,2.4,17
556,Mateo Herrera,C02,4.7,0
4640,Valeria Ospina,C01,2.7,2
2424,Daniela Nieto,C05,4.0,2
3416,Carlos Rincon,C01,3.0,12
858,Nicolas Pardo,C04,2.7,12
3115,Juan Cabrera,C01,3.5,16
4117,Gabriela Mendoza,C01,3.7,0
3938,Sara Ospina,C03,4.6,2
2043,Santiago Duran,C04,2.6,12
4350,Mariana Beltran,C01,3.6,19
3844,Miguel Rojas,C02,4.1,12
2154,Andres Duran,C05,2.7,2
2718,Gabriela Mendoza,C03,5.0,11
2775,Mateo Mendoza,C03,3.1,17
2137,Laura Ospina,C02,3.8,5
2410,Juan Castro,C01,3.2,5
3702,Sebastian Herrera,C04,3.7,4
988,Juan Duran,C03,3.3,10
2848,Santiago Cabrera,C02,4.6,7
1978,Isabella Duran,C02,,12
2569,Juan Cabrera,C04,3.1,9
2732,Nicolas Cabrera,C01,2.6,7
3668,Alejandra Salazar,C05,3.3,5
127,Diego Pardo,C05,5.0,4
3056,Nicolas Herrera,C01,3.0,2
841,Mateo Vargas,C02,3.7,14
1838,Felipe Nieto,C04,4.3,14
2844,Alejandra Nieto,C04,2.9,11
4434,Ana Pardo,C05,3.9,6
2513,Paula Ospina,C02,3.4,9
3914,Sebastian Herrera,C02,4.3,12
2845,Isabella Cabrera,C01,3.0,2
1639,Carlos Nieto,C02,4.2,19
3687,Isabella Silva,C02,3.8,2
4191,Carlos Cabrera,C03,5.0,10
1073,Camila Rincon,C01,,20
1653,Luis Castro,C05,3.3,18
4649,Miguel Beltran,C01,3.0,12
830,Sofia Vargas,C01,2.9,10
4819,Valeria Herrera,C05,3.7,10
4855,Daniela Pardo,C01,3.4,4
4918,Tomas Duran,C05,4.9,7
735,Valeria Pardo,C04,3.1,19
1077,Carlos Rojas,C03,3.2,1
1830,Laura Rincon,C03,3.1,8
3917,Alejandra Rincon,C01,2.8,12
1525,Felipe Duran,C03,5.0,13
3348,Luis Castro,C01,2.0,18
2634,Juan Vargas,C02,5.0,4
1998,Sofia Beltran,C05,4.3,15
358,Sara Silva,C03,2.6,16
3384,Daniela Cabrera,C03,4.5,18
3571,Sofia Beltran,C03,3.6,19
2249,Sebastian Vargas,C04,4.4,10
